# efficiency(omega^*) at max.angle,power p(omega^*) at max angle
8.167566344215662286e-03 5.017937493416288117e-06
8.355686517719240064e-03 5.094394443077695946e-06
8.550133740581812580e-03 5.172791046878272127e-06
8.751187232284941830e-03 5.253196341659404262e-06
8.959141445674275589e-03 5.335682535888586976e-06
9.174307055562554158e-03 5.420325188592957691e-06
9.397012021589655137e-03 5.507203400283326618e-06
9.627602731662954910e-03 5.596400016800602370e-06
9.866445232900013240e-03 5.688001847098738665e-06
1.011392655765814413e-02 5.782099896068942262e-06
1.037045615296872635e-02 5.878789613609846630e-06
1.063646742250150615e-02 5.978171161257740789e-06
1.091241939108258605e-02 6.080349697812476763e-06
1.119879850277925512e-02 6.185435685527679353e-06
1.149612056466717269e-02 6.293545218581861119e-06
1.180493284961285638e-02 6.404800375709600424e-06
1.212581637275916488e-02 6.519329599052524407e-06
1.245938835790605555e-02 6.637268101489697039e-06
1.280630491164798032e-02 6.758758304928031248e-06
1.316726392499079253e-02 6.883950312279567285e-06
1.354300822423971755e-02 7.013002416125251504e-06
1.393432899525405902e-02 7.146081647368383193e-06
1.434206950773508210e-02 7.283364367519048692e-06
1.476712916907866290e-02 7.425036908627546919e-06
1.521046794052037868e-02 7.571296265304798181e-06
1.567311115187485296e-02 7.722350843737508670e-06
1.615615475515625940e-02 7.878421273130132438e-06
1.666077106183007708e-02 8.039741285593667627e-06
1.718821501342898683e-02 8.206558671159109233e-06
1.773983104084617124e-02 8.379136315332198355e-06
1.831706057386057324e-02 8.557753327435648773e-06
1.892145026943391900e-02 8.742706268917431161e-06
1.955466103514132831e-02 8.934310491854149079e-06
2.021847793284972314e-02 9.132901599061581650e-06
2.091482105755704604e-02 9.338837038559960935e-06
2.164575749726720816e-02 9.552497846649567163e-06
2.241351449203628568e-02 9.774290555558049338e-06
2.322049392402630516e-02 1.000464928355135158e-05
2.406928828570058590e-02 1.024403802758853508e-05
2.496269829034874349e-02 1.049295318108243288e-05
2.590375230811437640e-02 1.075192630214673092e-05
2.689572783178102722e-02 1.102152716091280051e-05
2.794217519992210977e-02 1.130236709814267366e-05
2.904694383078744099e-02 1.159510273151068973e-05
3.021421124860720203e-02 1.190044005064846030e-05
3.144851521491270896e-02 1.221913894742677709e-05
3.275478931099637392e-02 1.255201823407763494e-05
3.413840235363230918e-02 1.289996120874275731e-05
3.560520206434793222e-02 1.326392183598779275e-05
3.716156345231783065e-02 1.364493161886986274e-05
3.881444241142367052e-02 1.404410724942764435e-05
4.057143507176486086e-02 1.446265913611890694e-05
4.244084348278712865e-02 1.490190091990482521e-05
4.443174823613321028e-02 1.536326010550461432e-05
4.655408865689279752e-02 1.584828995092388480e-05
4.881875119592580387e-02 1.635868277674452074e-05
5.123766663467609755e-02 1.689628487680339307e-05
5.382391665541037817e-02 1.746311323356639544e-05
5.659185021764651102e-02 1.806137426423583961e-05
5.955720999323370346e-02 1.869348484649529417e-05
6.273726881763080909e-02 1.936209589420081564e-05
6.615097567219870023e-02 2.007011877061547661e-05
6.981911006637929462e-02 2.082075483565994407e-05
7.376444276524864174e-02 2.161752841726402967e-05
7.801189950818938901e-02 2.246432346444279218e-05
8.258872255707624954e-02 2.336542406419289057e-05
8.752462242425798622e-02 2.432555885904574616e-05
9.285190873459256422e-02 2.534994914520459153e-05
9.860558457584112091e-02 2.644435999649547676e-05
1.048233825047636264e-01 2.761515304191064567e-05
1.115457121100931343e-01 2.886933835645608457e-05
1.188154780599647437e-01 3.021462103534300653e-05
1.266777130818240726e-01 3.165943496790062214e-05
1.351789513206825277e-01 3.321295137828881189e-05
1.443662426845930824e-01 3.488504162692628025e-05
1.542856763601924419e-01 3.668616047223964354e-05
1.649802391607104179e-01 3.862709382556458792e-05
1.764867778052890690e-01 4.071847749413428497e-05
1.888317566430286476e-01 4.296992863670201512e-05
2.020253900390336088e-01 4.538851736897406454e-05
2.160535525923248379e-01 4.797609886035158913e-05
2.308665654290949776e-01 5.072463890133670667e-05
2.463633701908536644e-01 5.360791320209384268e-05
2.623683576663398687e-01 5.656642823464255742e-05
2.785952279334613646e-01 5.947910452236587119e-05
2.945848915122946110e-01 6.210757027988845038e-05
3.095833485890090997e-01 6.397910109423600152e-05
3.222544867333620444e-01 6.411510386661405895e-05
3.298119298799060406e-01 6.028776938119515433e-05
3.238815668757785704e-01 4.610673885312207822e-05
